date,dewp,prcp,temp,temp_max,temp_min,wdsp
2022/10/1,8.879629629,14.4145,10.32051282,14.47435897,6.106837607,6.866666667
2022/10/2,10.23148148,27.70716667,11.22222222,13.2948718,9.914529914,6.266666667
2022/7/1,18.42735043,0,23.61111111,30.68650794,14.36507937,3.5
2022/7/10,16.85897436,9.325428571,21.46031746,27.24206349,16.65079365,3.669230769
2022/7/11,15.6025641,1.251857143,21.46428571,29.11111111,14.46825397,2.692307692
2022/7/12,18.55982906,0.550333333,23.16666667,30.02777778,15.45634921,5.107692308
2022/7/13,17.54700855,11.75657143,22.80952381,29.69444444,17.57539683,3.353846154
2022/7/14,16.58974359,0.156307692,21.96825397,28.62301587,16.16269841,2.807692308
2022/7/15,15.7008547,0.362857143,21.69047619,28.71031746,14.94444445,1.815384615
2022/7/16,17.25213675,0.3175,21.38095238,28.49603175,15.6031746,1.9
2022/7/17,19.53240741,3.661833333,23.24358974,28.38461538,17.5042735,3.241666667
2022/7/18,20.04166667,15.21690909,22.14102564,27.47008547,19.21367521,5.575
2022/7/19,19.83796296,7.827818182,23.1025641,28.76923077,19.54273504,3.408333333
2022/7/2,20.12393162,7.112,23.4484127,29.64285714,18.0952381,3.376923077
2022/7/20,19.97863248,0.961571429,24.59126984,30.8015873,18.88888889,4.269230769
2022/7/21,20.45726496,7.090833333,25.19047619,30.73412698,18.87698413,5.623076923
2022/7/22,19.29059829,3.283857143,24.51984127,31.03571429,18.65873016,4.284615385
2022/7/23,19.65384616,2.328333333,24.4047619,31.98809524,18.79761905,3.646153846
2022/7/24,19.41880342,3.447142857,23.74603175,31.86111111,17.40079365,4.115384615
2022/7/25,21.14102564,0.042333333,25.27380952,30.77777778,18.49206349,5.353846154
2022/7/26,20.13247863,5.418666667,22.13888889,27.3531746,20.11904762,2.638461538
2022/7/27,20.92735043,15.3035,22.52380952,26.26587302,19.86111111,3.792307692
2022/7/28,20.99145299,11.26066667,23.57142857,28.23412698,20.22619048,5.569230769
