date,dewp,prcp,temp,temp_max,temp_min,wdsp
2022/10/1,8.344193548,0.006864865,15.66459459,26.13081081,7.174324324,4.745454545
2022/10/2,8.008709677,0,15.31459459,25.55297297,7.764054054,3.651515152
2022/7/1,8.994516129,0,18.7372973,26.32135135,10.39513514,5.084848485
2022/7/10,9.684193548,0,19.48945946,28.11297297,10.99675676,5.548484848
2022/7/11,9.833225806,0,21.67891892,32.06567568,11.10216216,5.7
2022/7/12,10.98870968,0,23.45162162,33.25945946,12.44189189,5.772727273
2022/7/13,10.12354839,0.014111111,21.08810811,30.96,13.49540541,6.263636364
2022/7/14,8.654193548,0.027459459,20.40972973,28.98675676,11.65621622,4.921212121
2022/7/15,8.713548387,0,20.77135135,29.52891892,11.44297297,5.26969697
2022/7/16,9.532580645,0.007470588,20.8527027,29.34891892,11.83189189,4.624242424
2022/7/17,9.194516129,0.061783784,20.11783784,27.89972973,12.33189189,6.421212121
2022/7/18,7.424516129,0,18.48756757,27.84864865,9.908378378,6.754545455
2022/7/19,8.100322581,0,20.10972973,30.55972973,9.614054054,4.696969697
2022/7/2,9.197419355,0.029028571,18.14405405,25.93081081,10.91891892,5.378787879
2022/7/20,9.303548387,0,22.18864865,30.97810811,12.08567568,4.463636364
2022/7/21,8.263548387,0,22.13459459,31.36972973,13.12486486,5.054545455
2022/7/22,7.999354839,0,20.39567568,29.71810811,12.25081081,5.436363636
2022/7/23,7.530967742,0,19.03594595,27.3527027,10.71027027,5.545454545
2022/7/24,7.930322581,0,20.18081081,30.17945946,10.56432432,5.627272727
2022/7/25,9.253548387,0,22.85351351,32.92621622,11.63351351,4.618181818
2022/7/26,9.737096774,0,23.98621622,33.9027027,13.61972973,3.845454545
2022/7/27,10.96258065,0,24.16810811,33.70432432,14.23405405,4.336363636
2022/7/28,11.51806452,0,24.65324324,33.73702703,15.33486486,4.493939394
2022/7/29,11.90548387,0,25.55864865,34.76459459,15.82567568,4.678787879
2022/7/3,9.329354839,1.023470588,17.05027027,24.54351351,11.09432432,5.306060606
2022/7/30,11.65580645,0,25.45216216,35.24837838,16.06243243,4.333333333
2022/7/31,11.72032258,0,25.06837838,34.49297297,16.38864865,3.772727273
2022/7/4,9.063225806,0.469515152,16.49810811,23.89486486,10.68027027,4.63030303
2022/7/5,10.7916129,1.2065,17.76837838,24.70108108,10.83945946,3.451515152
2022/7/6,12.57935484,1.277470588,18.77864865,24.93567568,12.23405405,4.193939394
2022/7/7,11.46483871,0.738909091,18.93135135,25.48,13.15891892,4.848484848
2022/7/8,10.60774194,0.014111111,19.20864865,26.90837838,11.75351351,4.533333333
2022/7/9,10.40870968,0,20.01675676,27.29567568,11.83027027,5.181818182
2022/8/1,12.57032258,0.015393939,23.88945946,33.07675676,16.96108108,4.787878788
2022/8/10,13.0583871,1.016,20.40135135,29.42621622,14.34675676,5.290909091
