date,dewp,prcp,temp,temp_max,temp_min,wdsp
2022/10/1,6.236666667,0,9.953703703,19.4212963,1.25462963,2.354545455
2022/10/2,4.168333333,0,9.541666667,18.18981482,3.972222222,6.636363636
2022/7/1,14.37083333,0,22.38888889,30.64814815,12.04166667,4.8
2022/7/10,8.379090909,0,16.58585859,25.98484848,7.045454545,2.145454545
2022/7/11,11.11545455,0,20.21717172,29.10606061,7.585858586,4.472727273
2022/7/12,16.26,0.725714286,23.4040404,29.25252525,16.46464646,6.745454545
2022/7/13,14.65636364,3.6195,21.57575758,28.87373737,15.76767677,3.2
2022/7/14,14.24,0.689428571,19.19191919,26.37878788,15.25757576,3.327272727
2022/7/15,11.64636364,0.0508,18.78787879,27.18181818,10.58080808,2.045454545
2022/7/16,12.77727273,0,20.14646465,28.9040404,10.73737374,3.136363636
2022/7/17,15.00090909,0,23.2020202,31.09090909,12.87373737,2.427272727
2022/7/18,18.36818182,1.197428571,21.22727273,30.5,15.44444444,3.209090909
2022/7/19,19.23272727,18.14285714,24.34343434,30.52525252,16.7020202,6.3
2022/7/2,15.4675,4.8895,23.20833333,30.18981481,15.75,4.972727273
2022/7/20,19.23818182,2.963333333,24.97474747,32.73737374,18.33838384,2.454545455
2022/7/21,20.24818182,3.302,26.34343434,32.6969697,18.82323232,5.7
2022/7/22,16.54909091,2.262909091,24.6969697,32.05050505,17.91919192,4.609090909
2022/7/23,16.07545455,0.028222222,23.87373737,32.46969697,15.88383838,3.827272727
2022/7/24,17.84727273,0,25,32.44444444,16.22727273,4.481818182
2022/7/25,18.51090909,15.63914286,23.90909091,31.70707071,18.21212121,7.081818182
2022/7/26,12.98545455,1.454727273,19.75757576,27.96969697,13.78282828,3.572727273
2022/7/27,13.12181818,0,19.25252525,26.71717172,11.71717172,2.018181818
2022/7/28,16.79818182,0.108857143,21.27272727,29.67171717,12.01515151,3.263636364
2022/7/29,16.16090909,7.3914,22.27272727,29.54545455,14.90909091,4.236363636
2022/7/3,10.32,0.021166667,19.625,26.97685185,12.83796296,4.318181818
2022/7/30,13.54,0.046181818,19.31313131,26.90909091,13.47979798,4.036363636
2022/7/31,14.82727273,0,20.43434343,27.88383838,13.08080808,2.963636364
2022/7/4,10.00083333,0,18.31944445,25.44907407,10.22222222,2.963636364
2022/7/5,13.43083333,0.47625,16.86111111,24.40277778,10.53240741,2.681818182
2022/7/6,15.61583333,10.69975,19.14351852,23.14351852,13.10648148,5.109090909
2022/7/7,12.22818182,0.831272727,18.34848485,26.64646465,10.6010101,2.054545455
2022/7/8,13.93454545,0,20.27777778,27.12121212,10.95454545,3.454545455
2022/7/9,8.757272727,0,17.5959596,26.08080808,9.949494949,4.3
2022/8/1,16.16727273,0,22.82828283,29.98484848,13.47979798,3.3
2022/8/10,15.09181818,0.3556,18.82828283,25.89393939,15.36868687,1.409090909
2022/8/11,15.79727273,0.580571429,19.60606061,26.77272727,14.74747475,1.990909091
2022/8/12,12.33,1.3335,16.86868687,25.23232323,11.50505051,3.7
2022/8/13,11.31636364,0,16.43939394,23.21212121,9.96969697,2.490909091
2022/8/14,10.488,0,17.25252525,26.01515151,9.141414141,1.563636364
2022/8/15,10.76818182,0,18.42424242,27.96464647,9.242424242,1.854545455
