date,dewp,prcp,temp,temp_max,temp_min,wdsp
2022/10/1,4.463,0.882952381,14.78818182,21.94181818,8.235,5.157894737
2022/10/2,5.583,1.294190476,14.26363636,21.81318182,8.308636364,4.768421053
2022/7/1,7.025,0.2413,25.38454545,33.38409091,17.46681818,7.684210526
2022/7/10,2.3165,0,28.16954545,37.34590909,16.78545455,6.157894737
2022/7/11,3.27047619,0,27.10173913,36.18304348,17.19304348,5.91
2022/7/12,4.926666667,0.254,27.44130435,36.81652174,17.06043478,5.85
2022/7/13,8.003333333,0.374952381,28.51521739,36.58478261,19.37913043,7.5
2022/7/14,9.907142857,0.4699,27.48565217,36.27782609,19.37173913,7.635
2022/7/15,12.3545,0.241904762,25.59272727,35.14681818,18.63136364,7.521052632
2022/7/16,10.549,0.713619048,26.40590909,36.19227273,17.51772727,5.089473684
2022/7/17,7.1265,0.3683,28.86181818,38.55045455,17.88636364,6.021052632
2022/7/18,9.795238095,0.350761905,28.38565217,37.36695652,19.35956522,7.455
2022/7/19,9.560952381,0.011545455,27.34782609,36.11347826,18.83608696,6.425
2022/7/2,4.5245,0.0508,26.235,34.96727273,16.72,8.036842105
2022/7/20,9.100952381,0.138545455,26.94521739,35.92217391,17.24652174,5.765
2022/7/21,7.027619048,0.034636364,28.53608696,36.82130435,18.96130435,5.26
2022/7/22,6.444,0.127,28.51681818,37.81818182,17.90909091,6.394736842
2022/7/23,6.2,0.080818182,29.09136364,37.35090909,20.33545455,6.842105263
2022/7/24,8.6035,0.092363636,27.17090909,36.00272727,20.27318182,7.226315789
2022/7/25,11.274,1.593272727,24.88409091,34.22681818,16.65136364,5.731578947
2022/7/26,8.571428571,0.706782609,25.6473913,34.58217391,16.83086957,5.375
2022/7/27,7.767142857,0.485913043,26.06130435,34.95869565,17.59869565,5.76
2022/7/28,9.063809524,0.430695652,25.5426087,34.47826087,17.2873913,6.625
2022/7/29,9.761,0.4318,25.56,34.245,17.10818182,6.089473684
2022/7/3,1.639,0.173181818,27.57454545,34.89409091,17.58090909,11.42105263
2022/7/30,10.0125,0.219363636,25.06136364,34.08818182,16.77818182,6.257894737
2022/7/31,10.434,1.512454545,25.53590909,34.52545455,17.45,6.231578947
2022/7/4,-0.182,0,26.25681818,34.17454545,16.37136364,10.44736842
2022/7/5,0.261428571,0,25.76304348,33.54347826,15.52913043,8.05
2022/7/6,3.934761905,0.209826087,25.70434783,33.85043478,15.98826087,8.845
2022/7/7,0.552857143,0.32026087,26.18130435,34.4226087,15.86478261,8.46
2022/7/8,-1.0405,0,26.43,36.18954545,14.88636364,7.894736842
2022/7/9,-0.1785,0,28.35909091,37.54772727,16.46454545,8.447368421
2022/8/1,11.6352381,0.508,26.16217391,34.51,18.6326087,6.475
2022/8/10,10.48190476,0.399142857,26.37869565,34.70043478,17.65521739,6.075
2022/8/11,13.81857143,1.632857143,24.44478261,32.49217391,18.16913043,5.44
2022/8/12,13.8195,3.983789474,24.05045455,32.79545455,17.77272727,5.694736842
2022/8/13,13.2295,0.0254,24.41409091,31.90181818,18.43227273,6.194736842
2022/8/14,14.027,0.874888889,23.58,31.515,18.13409091,5.215789474
2022/8/15,12.1847619,0.277090909,23.59478261,32.44478261,16.73434783,5.33
2022/8/16,10.19095238,0.369454545,24.45130435,32.79,16.61347826,5.29
2022/8/17,10.11904762,0.485913043,25.38086957,33.95173913,17,5.325
2022/8/18,8.9475,0.450272727,25.05590909,33.80545455,17.11136364,5.452631579
2022/8/19,11.2925,1.9177,23.61954545,32.50727273,17.23,6.647368421
2022/8/2,14.03761905,3.36247619,24.16173913,32.82434783,17.53173913,6.335
2022/8/20,12.444,2.005263158,20.66954545,28.285,15.505,6.015789474
2022/8/21,12.059,2.089727273,20.90681818,30.06545455,14.21409091,4.789473684
2022/8/22,10.78571429,0.012095238,23.5873913,32.72695652,14.61608696,4.49
2022/8/23,7.852380952,0.577272727,24.4926087,34.28043478,14.9326087,4.765
2022/8/24,6.806666667,0.254,25.10782609,34.2973913,15.73217391,5.715
2022/8/25,9.521428571,0.160421053,23.51956522,32.9373913,15.79,6.22
2022/8/26,8.978571429,0.353391304,23.98217391,31.64434783,16.08913043,6.23
2022/8/27,6.6425,0.036285714,23.38545455,31.95181818,15.07818182,6.873684211
2022/8/28,5.844,0.219363636,23.58181818,32.64681818,14.41636364,5.873684211
2022/8/29,3.652857143,0,23.79086957,33.45956522,13.80652174,4.69
2022/8/3,12.18761905,0.684695652,25.22782609,33.21521739,17.12826087,4.63
2022/8/30,3.647142857,0,25.05478261,35.29695652,14.19043478,4.23
2022/8/31,3.222857143,0,26.21782609,36.36695652,15.30695652,4.495
2022/8/4,10.07047619,0,26.72478261,35.41521739,17.66173913,4.92
2022/8/5,12.358,0.127,26.23409091,34.61090909,18.82318182,7.442105263
2022/8/6,12.961,1.4224,23.56272727,31.80818182,17.51727273,7.526315789
2022/8/7,11.164,4.12447619,22.80318182,31.88090909,14.95227273,5.610526316
2022/8/8,6.369047619,0,24.75347826,33.71043478,14.98347826,4.75
2022/8/9,5.80952381,0,26.15391304,35.37956522,16.32173913,5.27
2022/9/1,2.593333333,0,26.43,36.57,15.67652174,4.925
2022/9/10,-0.738,0.219363636,20.13590909,29.39136364,11.71227273,5.847368421
2022/9/11,1.1665,0,19.85863636,29.99714286,10.79545455,4
2022/9/12,2.17952381,0,20.96304348,31.01772727,10.68565217,5.075
2022/9/13,8.629047619,0.7239,19.89826087,29.30173913,13.09434783,7.305
2022/9/14,12.56238095,8.676105263,16.77,22.59913043,13.03130435,5.15
2022/9/15,10.86190476,3.0099,16.95391304,24.09173913,11.52434783,5.13
2022/9/16,9.8175,3.288631579,16.96409091,24.11090909,11.30772727,5.389473684
2022/9/17,7.872,0.655052632,16.56318182,24.08,10.13909091,5.889473684
2022/9/18,5.728,0.484909091,18.67136364,28.31318182,10.31318182,7.868421053
2022/9/19,0.107619048,0,20.33869565,29.49521739,10.15913043,8.24
2022/9/2,0.767,0,26.02727273,36.56818182,15.04272727,4.673684211
2022/9/20,2.847619048,0,20.61043478,29.9326087,10.86,7.535
2022/9/21,8.333809524,0.427789474,19.83652174,27.72956522,12.51956522,8.155
2022/9/22,8.601428571,5.188857143,17.97347826,25.79217391,11.32347826,7.12
2022/9/23,3.099,0.519545455,15.88181818,24.09363636,7.398636364,4.5
2022/9/24,1.119,0,15.95045455,25.91181818,6.818181818,4.147368421
2022/9/25,0.613,0,16.83545455,26.78045455,7.166363636,4.215789474
2022/9/26,1.017142857,0,17.98304348,28.00521739,8,4.32
2022/9/27,1.142380952,0,18.76913043,29.09434783,8.616086957,4.59
2022/9/28,3.958095238,0,20.15391304,28.90782609,10.8726087,6.27
2022/9/29,7.613333333,0.414421053,20.0173913,28.53130435,11.93217391,7.135
2022/9/3,0.05,0,25.61454545,37.01857143,14.39590909,4.668421053
2022/9/30,6.479,0.334210526,17.65909091,26.51,11.10090909,6.284210526
2022/9/4,3.0865,0,26.97227273,36.94681818,15.42409091,5.3
2022/9/5,2.88,0,26.89590909,37.46181818,16.00727273,4.868421053
2022/9/6,1.716666667,0,27.45478261,38.08434783,16.24130435,4.94
2022/9/7,1.522857143,0,27.62913043,38.07956522,16.38391304,4.985
2022/9/8,3.367619048,0,27.39652174,37.10086957,17.6473913,5.4
2022/9/9,0.796666667,0.011043478,23.78304348,34.56,14.68869565,6.67
