date,dewp,prcp,temp,temp_max,temp_min,wdsp
2022/10/1,6.333333333,0,13.44802867,22.03046595,5.170250896,6.243333333
2022/10/2,8.130268199,0,14.37992832,21.51433692,8.028673835,7.296666667
2022/7/1,17.67624521,0.556380952,25.7921147,32.24551971,18.5483871,6.343333333
2022/7/10,13.4526749,0.299357143,21.81851852,28.77222222,14.25185185,4.15862069
2022/7/11,16.47222222,0.008758621,23.34814815,30.15,15.49074074,5.168965517
2022/7/12,18.25670498,0,25.1953405,29.51612903,18.7562724,7.526666667
2022/7/13,16.48015873,0.498592593,23.40185185,29.3,17.21666667,5.572413793
2022/7/14,16.1031746,0.54562963,22.11851852,28.85555556,15.39074074,3.524137931
2022/7/15,17.125,0.958272727,21.28148148,27.5462963,15.27407407,2.965517241
2022/7/16,20.2037037,5.769428571,24.05555556,29.81417625,18.42911877,5.489285714
2022/7/17,21.30769231,9.5631,23.43678161,28.48084291,20.73563218,5.028571429
2022/7/18,19.98971193,14.70780952,23.32758621,28.81226054,19.83524904,3.507142857
2022/7/19,19.74691358,1.222962963,24.92720306,30.83141762,18.65900383,3.660714286
2022/7/2,16.30555556,2.012461538,23.42037037,30.44444444,18.08333333,3.8
2022/7/20,21.83744856,0.06096,27.0862069,32.59961686,20.83908046,8.492857143
2022/7/21,18.83333333,0.008758621,26.08333333,32.23518519,20.24444444,6.693103448
2022/7/22,18.91468254,0.009407407,26.26851852,31.51111111,20.51666667,4.927586207
2022/7/23,19.69642857,5.461,24.72407407,30.59259259,20.07407407,6.620689655
2022/7/24,21.68849206,6.0325,25.5962963,29.6462963,21.48703704,7.720689655
2022/7/25,18.90079365,5.831416667,23.31666667,27.88703704,19.52407407,4.613793103
2022/7/26,16.81893004,1.197428571,20.83148148,25.70555556,16.9537037,2.762068966
2022/7/27,20.75595238,6.8199,23.31111111,28.16296296,18.76666667,4.806896552
2022/7/28,19.49603175,5.19176,23.84074074,28.61851852,19.26666667,5.275862069
2022/7/29,15.85823755,0.9144,22.03584229,27.53225806,16.87455197,4.486666667
2022/7/3,13.53968254,0.420413793,23.92777778,30.92037037,16.22777778,3.344827586
2022/7/30,15.13984674,0,21.05555556,27.55913979,14.33512545,1.81
2022/7/31,16.99616858,0.117928571,22.39605735,27.99283154,15.60573477,2.74
2022/7/4,16.47942387,0.0635,25.06296296,32.38148148,16.66111111,4.024137931
2022/7/5,21.93452381,4.294909091,27.92473118,35.17741935,19.49103943,6.57
2022/7/6,22.46551724,5.01952381,26.96057348,33.10752688,22.42473118,6.276666667
2022/7/7,20.5734127,1.143,24.41039427,29.76164875,20.49820789,4.606666667
2022/7/8,20.97119341,4.964545455,23.62903226,27.87634409,21.03763441,4.016666667
2022/7/9,17.67901235,7.366,22.62592593,27.50185185,18.69259259,7.272413793
2022/8/1,20.18199234,0.774095238,24.13978495,29.54659498,18.54659498,7.74
2022/8/10,17.57088123,2.646516129,21.70967742,27.50896057,17.10215054,3.05
