date,dewp,prcp,temp,temp_max,temp_min,wdsp
2022/10/1,9.060555556,3.991428571,12.323,15.926,7.27125,7.543243243
2022/10/2,9.951388889,8.5725,12.91075,16.065,10.6025,8.597297297
2022/7/1,16.93189189,0,24.58804878,31.84682927,15.72463415,4.973684211
2022/7/10,12.30540541,0.4064,21.70097561,28.49341463,14.74902439,3.513157895
2022/7/11,14.57486486,0,22.63878049,29.57853659,14.29243902,4.915789474
2022/7/12,17.13081081,0.394368421,24.73731707,31.38756098,17.13804878,7.402631579
2022/7/13,16.31567568,0.4318,23.9202439,30.77512195,17.62853659,4.207894737
2022/7/14,15.39945946,0.541421053,23.33365854,29.70463415,17.39414634,3.715789474
2022/7/15,12.38783784,0.1016,22.55341463,29.42658537,15.35121951,2.831578947
2022/7/16,15.94486486,0.418756757,22.24243902,28.99853659,16.01365854,3.063157895
2022/7/17,18.87351351,4.727222222,22.61609756,27.96609756,18.0297561,2.839473684
2022/7/18,20.68486486,10.44145946,23.69243902,28.68780488,19.49195122,5.873684211
2022/7/19,18.97486486,4.22275,25.05121951,31.24512195,20.10853659,6.402631579
2022/7/2,19.30972973,4.750486486,24.92,31.28073171,18.88170732,5.747368421
2022/7/20,19.01459459,0.08255,26.41609756,32.22878049,19.98926829,5.176315789
2022/7/21,19.57,0.624702703,27.4295122,32.43097561,21.19804878,7.439473684
2022/7/22,18.10810811,0.6985,26.49268293,32.79804878,20.26341463,5.626315789
2022/7/23,18.31621622,0.227263158,26.60439024,33.41170732,20.02609756,4.534210526
2022/7/24,18.61277778,0.775025641,26.4085,33.78875,19.346,5.905405405
2022/7/25,20.13675676,6.357055556,26.55804878,32.33317073,20.89170732,7.044736842
2022/7/26,14.8027027,4.076390244,22.15658537,28.93487805,16.92,3.502631579
2022/7/27,17.59444444,0.127,22.68775,27.9845,17.08325,3.1
2022/7/28,20.75555556,2.525485714,25.1105,30.04725,19.23475,5.227027027
2022/7/29,18.45459459,5.066974359,23.21731707,29.2304878,19.81829268,3.997368421
2022/7/3,13.69108108,1.468243902,23.73292683,29.5904878,18.79146341,4.389473684
2022/7/30,15.1927027,0.76835,22.88731707,28.94536585,16.83756098,4.752631579
2022/7/31,15.52675676,0.007055556,21.69170732,28.79365854,15.63731707,2.447368421
2022/7/4,11.22945946,0.018585366,22.13390244,29.70585366,13.6295122,2.810526316
2022/7/5,17.04945946,0.043542857,23.24317073,29.03390244,15.3597561,4.776315789
2022/7/6,20.00054054,2.958756757,24.79487805,28.87658537,19.97170732,5.492105263
2022/7/7,17.83783784,3.093589744,23.45926829,28.96756098,19.3497561,3.45
2022/7/8,17.56783784,2.2987,23.15926829,29.38634146,17.59073171,2.839473684
2022/7/9,17.29351351,1.419794872,23.30317073,28.88097561,18.52853659,4.376315789
2022/8/1,18.0225,5.940777778,21.4725,27.779,16.4615,3.813513514
2022/8/10,18.37472222,3.974756757,23.9805,30.0455,20.30975,3.386486486
2022/8/11,16.27888889,1.744578947,23.3425,28.94125,17.75675,4.516216216
2022/8/12,11.03305556,0.3683,21.90975,28.4205,15.6375,5.594594595
2022/8/13,8.248611111,0,19.59125,27.06,11.6195,3.408108108
2022/8/14,11.71305556,0,20.35825,27.35,12.55725,2.794594595
2022/8/15,14.56611111,0.473675676,20.118,26.4585,14.768,3.243243243
2022/8/16,13.88472222,1.291166667,20.67475,27.2265,15.22225,4.354054054
2022/8/17,14.03333333,1.114777778,20.08175,27.286,15.12775,3.018918919
2022/8/18,13.34416667,0.835526316,20.165,28.2675,13.21675,3.362162162
2022/8/19,14.23638889,0.240974359,22.35,30.65475,13.9015,2.694594595
2022/8/2,18.76944444,1.524,24.47475,30.38625,18.457,5.783783784
2022/8/20,16.80611111,0.006684211,24.60625,31.24625,15.89975,3.537837838
2022/8/21,17.94,3.146777778,22.69675,30.0645,17.7485,4.156756757
2022/8/22,19.42,11.74044444,22.2725,27.74,18.705,3.4
2022/8/23,17.88138889,6.062578947,22.00675,27.7665,18.136,4.602702703
2022/8/24,15.81305556,0.306102564,22.5975,29.03875,16.4485,3.208108108
2022/8/25,15.485,0,22.99925,30.709,15.67775,2.213513514
2022/8/26,18.13810811,0.24027027,24.18634146,30.5602439,17.04609756,4.342105263
2022/8/27,17.35297297,0.545170732,23.51487805,29.69926829,18.39804878,3.234210526
2022/8/28,17.61324324,0,23.37097561,30.62585366,17.38609756,3.739473684
2022/8/29,20.13945946,0.120315789,25.38926829,31.89414634,18.49585366,5.160526316
